,Unnamed: 0,static_text,log_level,tokens,pos,posNum
411,8431,Unable to load *; compatibility mode disabledcassandra-topology.properties,info,"[Unable, to, load, compatibility, mode, disabledcassandra, topology, properties]","['ADJ', 'PART', 'VERB', 'NOUN', 'NOUN', 'PROPN', 'PROPN', 'NOUN']","[84, 94, 100, 92, 92, 96, 96, 92]"
412,16965,Datafeed [*] is stopping because job [*] state is [*],warn,"[Datafeed, is, stopping, because, job, state, is]","['NOUN', 'AUX', 'VERB', 'SCONJ', 'NOUN', 'NOUN', 'AUX']","[92, 87, 100, 98, 92, 92, 87]"
413,9844,Could not retrieve the web interface URL for the cluster.,warn,"[Could, not, retrieve, the, web, interface, URL, for, the, cluster]","['AUX', 'PART', 'VERB', 'DET', 'NOUN', 'NOUN', 'PROPN', 'ADP', 'DET', 'NOUN']","[87, 94, 100, 90, 92, 92, 96, 85, 90, 92]"
414,13001,Setting connector * state to *,info,"[Setting, connector, state, to]","['VERB', 'NOUN', 'NOUN', 'PART']","[100, 92, 92, 94]"
415,14510,* : *zookeeper.snapshot.trust.empty,info,"[ , zookeeper, snapshot, trust, empty]","['SPACE', 'NOUN', 'NOUN', 'NOUN', 'ADJ']","[103, 92, 92, 92, 84]"
416,2992, :  | Received a flush prepare marker with the same seqId:  |  before clearing the previous one with seqId:  | . Ignoring,warn,"[ , Received, a, flush, prepare, marker, with, the, same, seqId, before, clearing, the, previous, one, with, seqId, Ignoring]","['SPACE', 'VERB', 'DET', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PROPN']","[103, 100, 90, 84, 92, 92, 85, 90, 84, 92, 85, 100, 90, 84, 92, 85, 96, 96]"
417,7277,Trying to find constructor with one String parameter returned error: *,info,"[Trying, to, find, constructor, with, one, String, parameter, returned, error]","['VERB', 'PART', 'VERB', 'NOUN', 'ADP', 'NUM', 'PROPN', 'NOUN', 'VERB', 'NOUN']","[100, 94, 100, 92, 85, 93, 96, 92, 100, 92]"
418,3713, is not enabled. Better to remove  |  from  |  configuration.,warn,"[ , is, not, enabled, Better, to, remove, from, configuration]","['SPACE', 'AUX', 'PART', 'VERB', 'ADV', 'PART', 'VERB', 'ADP', 'NOUN']","[103, 87, 94, 100, 86, 94, 100, 85, 92]"
419,10337,Cannot check generic types of GroupReduceFunction. Enabling combiner but combine function might fail at runtime.,warn,"[Can, not, check, generic, types, of, GroupReduceFunction, Enabling, combiner, but, combine, function, might, fail, at, runtime]","['AUX', 'PART', 'VERB', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'VERB', 'NOUN', 'CCONJ', 'VERB', 'NOUN', 'AUX', 'VERB', 'ADP', 'NOUN']","[87, 94, 100, 84, 92, 85, 92, 100, 92, 89, 100, 92, 87, 100, 85, 92]"
420,10006,The following partitions had an invalid offset: *,warn,"[The, following, partitions, had, an, invalid, offset]","['DET', 'VERB', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN']","[90, 100, 92, 100, 90, 84, 92]"
421,16374,getFreePhysicalMemorySize is not available,warn,"[getFreePhysicalMemorySize, is, not, available]","['PROPN', 'AUX', 'PART', 'ADJ']","[96, 87, 94, 84]"
422,9164,Creating Docker image,info,"[Creating, Docker, image]","['VERB', 'PROPN', 'NOUN']","[100, 96, 92]"
423,719,Cluster status\n,info,"[Cluster, status, n]","['NOUN', 'NOUN', 'CCONJ']","[92, 92, 89]"
424,4397,"HBCK is running while master is not in maintenance mode, you might see transient error.  Please run HBCK multiple times to reduce the chance of transient error.",warn,"[HBCK, is, running, while, master, is, not, in, maintenance, mode, you, might, see, transient, error, Please, run, HBCK, multiple, times, to, reduce, the, chance, of, transient, error]","['PROPN', 'AUX', 'VERB', 'SCONJ', 'NOUN', 'AUX', 'PART', 'ADP', 'NOUN', 'NOUN', 'PRON', 'AUX', 'VERB', 'ADJ', 'NOUN', 'INTJ', 'VERB', 'ADJ', 'ADJ', 'NOUN', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN']","[96, 87, 100, 98, 92, 87, 94, 85, 92, 92, 95, 87, 100, 84, 92, 91, 100, 84, 84, 92, 94, 100, 90, 92, 85, 84, 92]"
425,7803,Completed conversion of legacy credentials,info,"[Completed, conversion, of, legacy, credentials]","['VERB', 'NOUN', 'ADP', 'ADJ', 'NOUN']","[100, 92, 85, 84, 92]"
426,15903,failed to send response on rejoin cluster request handling,warn,"[failed, to, send, response, on, rejoin, cluster, request, handling]","['VERB', 'PART', 'VERB', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'VERB']","[100, 94, 100, 92, 85, 92, 92, 92, 100]"
427,6233,"Using format, '*', to parse timeStamp field",info,"[Using, format, to, parse, timeStamp, field]","['VERB', 'NOUN', 'PART', 'VERB', 'NOUN', 'NOUN']","[100, 92, 94, 100, 92, 92]"
428,13425,Skipping to close non-initialized store *,info,"[Skipping, to, close, non, initialized, store]","['VERB', 'PART', 'VERB', 'ADJ', 'ADJ', 'NOUN']","[100, 94, 100, 84, 84, 92]"
429,12693,"Server config * should be prefixed with SASL mechanism name, ignoring configsasl.jaas.config",warn,"[Server, config, should, be, prefixed, with, SASL, mechanism, name, ignoring, configsasl, jaas, config]","['NOUN', 'NOUN', 'AUX', 'AUX', 'VERB', 'ADP', 'PROPN', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'NOUN']","[92, 92, 87, 87, 100, 85, 96, 92, 92, 100, 92, 92, 92]"
430,9671,Index out of range on @CompleterValues on class  |  for index:  |  see: ,warn,"[Index, out, of, range, on, CompleterValues, on, class, for, index, see]","['NOUN', 'ADP', 'ADP', 'NOUN', 'ADP', 'PROPN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'VERB']","[92, 85, 85, 92, 85, 96, 85, 92, 85, 92, 100]"
431,3939,Thread leaderElector [ | : | ] is started,info,"[Thread, leaderElector, is, started]","['NOUN', 'NOUN', 'AUX', 'VERB']","[92, 92, 87, 100]"
432,1626,Interrupted eviction thread ,warn,"[Interrupted, eviction, thread]","['ADJ', 'NOUN', 'NOUN']","[84, 92, 92]"
433,3494,SplitLogWorker interrupted. Exiting.  | ,info,"[SplitLogWorker, interrupted, Exiting]","['NOUN', 'VERB', 'PROPN']","[92, 100, 96]"
434,2600,Unexpected exception handling nodeCreated event,warn,"[Unexpected, exception, handling, nodeCreated, event]","['ADJ', 'NOUN', 'VERB', 'ADJ', 'NOUN']","[84, 92, 100, 84, 92]"
435,1355,Health status at  |  : ,info,"[Health, status, at]","['NOUN', 'NOUN', 'ADP']","[92, 92, 85]"
436,4846,"Queue is full, closing connection",warn,"[Queue, is, full, closing, connection]","['PROPN', 'AUX', 'ADJ', 'NOUN', 'NOUN']","[96, 87, 84, 92, 92]"
437,10695,Received JobGraph submission * (*).,info,"[Received, JobGraph, submission]","['VERB', 'PROPN', 'NOUN']","[100, 96, 92]"
438,13888,ZooKeeper connection lost.  Trying to reconnect.,warn,"[ZooKeeper, connection, lost, Trying, to, reconnect]","['NOUN', 'NOUN', 'VERB', 'VERB', 'PART', 'VERB']","[92, 92, 100, 100, 94, 100]"
439,3875,Replication is enabled but no peer configuration was found.,info,"[Replication, is, enabled, but, no, peer, configuration, was, found]","['NOUN', 'AUX', 'VERB', 'CCONJ', 'DET', 'NOUN', 'NOUN', 'AUX', 'VERB']","[92, 87, 100, 89, 90, 92, 92, 87, 100]"
440,3685,WALTrailer is null. Continuing with default.,warn,"[WALTrailer, is, null, Continuing, with, default]","['PROPN', 'AUX', 'ADJ', 'VERB', 'ADP', 'NOUN']","[96, 87, 84, 100, 85, 92]"
441,15484,"exception when bootstrapping with *, rescheduling",warn,"[exception, when, bootstrapping, with, rescheduling]","['NOUN', 'SCONJ', 'VERB', 'ADP', 'VERB']","[92, 98, 100, 85, 100]"
442,6148,No valid initial directory found for: *,info,"[No, valid, initial, directory, found, for]","['DET', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'ADP']","[90, 84, 84, 92, 100, 85]"
443,10647,Skipped checkpoint state for operator *.,info,"[Skipped, checkpoint, state, for, operator]","['VERB', 'NOUN', 'NOUN', 'ADP', 'NOUN']","[100, 92, 92, 85, 92]"
444,17236,unexpected error while indexing monitoring document: [*],warn,"[unexpected, error, while, indexing, monitoring, document]","['ADJ', 'NOUN', 'SCONJ', 'NOUN', 'VERB', 'NOUN']","[84, 92, 98, 92, 100, 92]"
445,2537,Refresh peer * for * on * suceeded,info,"[Refresh, peer, for, on, suceeded]","['ADJ', 'NOUN', 'ADP', 'ADP', 'VERB']","[84, 92, 85, 85, 100]"
446,15028,* will use GSSAPI as SASL mechanism.,info,"[ , will, use, GSSAPI, as, SASL, mechanism]","['SPACE', 'AUX', 'VERB', 'PROPN', 'ADP', 'PROPN', 'NOUN']","[103, 87, 100, 96, 85, 96, 92]"
447,11602,Registering task at network: *.,info,"[Registering, task, at, network]","['VERB', 'NOUN', 'ADP', 'NOUN']","[100, 92, 85, 92]"
448,7750,\t,warn,"[ , t]","['SPACE', 'NOUN']","[103, 92]"
449,10977,Suspending SlotPool.,info,"[Suspending, SlotPool]","['VERB', 'PROPN']","[100, 96]"
450,579,"Remote command:  |   |  , hostname: |  failed at attempt  | . Retrying until maxAttempts:  | . Exception: ",warn,"[Remote, command, hostname, failed, at, attempt, Retrying, until, maxAttempts, Exception]","['PROPN', 'NOUN', 'NOUN', 'VERB', 'ADP', 'NOUN', 'VERB', 'ADP', 'PROPN', 'PROPN']","[96, 92, 92, 100, 85, 92, 100, 85, 96, 96]"
451,6463,Unknown error,warn,"[Unknown, error]","['ADJ', 'NOUN']","[84, 92]"
452,17604,in : *,info,[in],['ADP'],[85]
453,7741,************************** WARNING **************************,warn,"[ , WARNING]","['SPACE', 'PROPN']","[103, 96]"
454,10309,start close ...,info,"[start, close]","['VERB', 'ADV']","[100, 86]"
455,16040,failed to invoke after index removed callback,warn,"[failed, to, invoke, after, index, removed, callback]","['VERB', 'PART', 'VERB', 'SCONJ', 'NOUN', 'VERB', 'NOUN']","[100, 94, 100, 98, 92, 100, 92]"
456,213,incorrect format:,info,"[incorrect, format]","['ADJ', 'NOUN']","[84, 92]"
457,8566,Error loading key or row cache,warn,"[Error, loading, key, or, row, cache]","['NOUN', 'NOUN', 'NOUN', 'CCONJ', 'NOUN', 'NOUN']","[92, 92, 92, 89, 92, 92]"
458,2910,"Failed initialize of region= *, starting to roll back memstore",warn,"[Failed, initialize, of, region, starting, to, roll, back, memstore]","['VERB', 'NOUN', 'ADP', 'NOUN', 'VERB', 'PART', 'VERB', 'ADV', 'ADP']","[100, 92, 85, 92, 100, 94, 100, 86, 85]"
459,16946,[*] attempt to stop datafeed [*] [*],info,"[ , attempt, to, stop, datafeed]","['SPACE', 'NOUN', 'PART', 'VERB', 'NOUN']","[103, 92, 94, 100, 92]"
460,9206,Could not resolve ,warn,"[Could, not, resolve]","['AUX', 'PART', 'VERB']","[87, 94, 100]"
461,5452,Couldn't get the replication znode dump,warn,"[Couldn, t, get, the, replication, znode, dump]","['PROPN', 'NOUN', 'VERB', 'DET', 'NOUN', 'NOUN', 'VERB']","[96, 92, 100, 90, 92, 92, 100]"
462,14045,$$$Empty Message$$$,info,"[ , Empty, Message]","['SPACE', 'ADJ', 'NOUN']","[103, 84, 92]"
463,4132,Table * is not enabled,warn,"[Table, is, not, enabled]","['NOUN', 'AUX', 'PART', 'VERB']","[92, 87, 94, 100]"
464,12813,Kafka startTimeMs: *,info,"[Kafka, startTimeMs]","['PROPN', 'PROPN']","[96, 96]"
465,14812,* Received version: * my version: *,info,"[ , Received, version, my, version]","['SPACE', 'VERB', 'NOUN', 'PRON', 'NOUN']","[103, 100, 92, 95, 92]"
466,8048,Anticompacting *,info,[Anticompacting],['VERB'],[100]
467,4349,"== [ | ] Merging regions into one region:  | ,",info,"[ , Merging, regions, into, one, region]","['SPACE', 'NOUN', 'NOUN', 'ADP', 'NUM', 'NOUN']","[103, 92, 92, 85, 93, 92]"
468,4348,Done fixing split.,info,"[Done, fixing, split]","['VERB', 'NOUN', 'NOUN']","[100, 92, 92]"
469,9932,|    >>> FOUND OLD EMULATOR INSTANCE RUNNING <<< ,warn,"[ , FOUND, OLD, EMULATOR, INSTANCE, RUNNING]","['SPACE', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'VERB']","[103, 100, 96, 96, 96, 100]"
470,4458,Unable to close region  |  because hbase:meta had invalid or missing  | : |  qualifier value.,warn,"[Unable, to, close, region, because, hbase, meta, had, invalid, or, missing, qualifier, value]","['ADJ', 'PART', 'VERB', 'NOUN', 'SCONJ', 'NOUN', 'NOUN', 'AUX', 'ADJ', 'CCONJ', 'VERB', 'ADJ', 'NOUN']","[84, 94, 100, 92, 98, 92, 92, 87, 84, 89, 100, 84, 92]"
471,16197,check index [failure] *,warn,"[check, index, failure]","['VERB', 'NOUN', 'NOUN']","[100, 92, 92]"
472,1469," znode does not exist, waiting for master to create",info,"[ , znode, does, not, exist, waiting, for, master, to, create]","['SPACE', 'NOUN', 'AUX', 'PART', 'AUX', 'VERB', 'SCONJ', 'NOUN', 'PART', 'VERB']","[103, 92, 87, 94, 87, 100, 98, 92, 94, 100]"
473,13304,Stopped * task *,info,"[Stopped, task]","['VERB', 'NOUN']","[100, 92]"
474,14785,"cannot validate request, observer masters not enabled",info,"[can, not, validate, request, observer, masters, not, enabled]","['AUX', 'PART', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'PART', 'VERB']","[87, 94, 100, 92, 92, 92, 94, 100]"
475,13730,"Created a new task * with spec *, scheduled to start * ms from now.",info,"[Created, a, new, task, with, spec, scheduled, to, start, ms, from, now]","['VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'VERB', 'PART', 'VERB', 'NOUN', 'ADP', 'ADV']","[100, 90, 84, 92, 85, 92, 100, 94, 100, 92, 85, 86]"
476,12501,Successfully joined group with generation *,info,"[Successfully, joined, group, with, generation]","['ADV', 'VERB', 'NOUN', 'ADP', 'NOUN']","[86, 100, 92, 85, 92]"
477,10358,Unmanaged sql type (*) for column *. Best effort approach to get its value: *.,warn,"[Unmanaged, sql, type, for, column, Best, effort, approach, to, get, its, value]","['ADJ', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'NOUN', 'NOUN', 'PART', 'VERB', 'PRON', 'NOUN']","[84, 84, 92, 85, 92, 96, 92, 92, 94, 100, 95, 92]"
478,16369,"[gc][*] overhead, spent [*] collecting in the last [*]",info,"[ , gc, overhead, spent, collecting, in, the, last]","['SPACE', 'PROPN', 'ADV', 'VERB', 'VERB', 'ADP', 'DET', 'ADJ']","[103, 96, 86, 100, 100, 85, 90, 84]"
479,6508,Probably: *,warn,[Probably],['ADV'],[86]
480,5817,java.vm.name=*,info,"[java, vm, name]","['PROPN', 'PROPN', 'NOUN']","[96, 96, 92]"
481,2548,Found a corrupted snapshot ,warn,"[Found, a, corrupted, snapshot]","['VERB', 'DET', 'VERB', 'NOUN']","[100, 90, 100, 92]"
482,15258,Running cleanup operations on repository [*][*],info,"[Running, cleanup, operations, on, repository]","['VERB', 'NOUN', 'NOUN', 'ADP', 'NOUN']","[100, 92, 92, 85, 92]"
483,15986,ignoring dangled index [*] on node [*] since it's created version [*] is not supported by at least one node in the cluster minVersion [*],warn,"[ignoring, dangled, index, on, node, since, it, s, created, version, is, not, supported, by, at, least, one, node, in, the, cluster, minVersion]","['VERB', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'SCONJ', 'PRON', 'AUX', 'VERB', 'NOUN', 'AUX', 'PART', 'VERB', 'ADP', 'ADV', 'ADV', 'NUM', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN']","[100, 84, 92, 85, 96, 98, 95, 87, 100, 92, 87, 94, 100, 85, 86, 86, 93, 92, 85, 90, 92, 92]"
484,9567,"   Feature  |  is blacklisted, ignoring",info,"[ , Feature, is, blacklisted, ignoring]","['SPACE', 'PROPN', 'AUX', 'VERB', 'VERB']","[103, 96, 87, 100, 100]"
485,12979,Finished creating connector *,info,"[Finished, creating, connector]","['VERB', 'VERB', 'NOUN']","[100, 100, 92]"
486,11989,found resource  |  at ,info,"[found, resource, at]","['VERB', 'NOUN', 'ADP']","[100, 92, 85]"
487,9678,Could not use value  |  as set of completions!,warn,"[Could, not, use, value, as, set, of, completions]","['AUX', 'PART', 'VERB', 'NOUN', 'ADP', 'VERB', 'ADP', 'NOUN']","[87, 94, 100, 92, 85, 100, 85, 92]"
488,2583,Failed to refresh snapshot hfile cache!,warn,"[Failed, to, refresh, snapshot, hfile, cache]","['VERB', 'PART', 'VERB', 'NUM', 'ADJ', 'NOUN']","[100, 94, 100, 93, 84, 92]"
489,11649,Using '*' as Zookeeper namespace.,info,"[Using, as, Zookeeper, namespace]","['VERB', 'ADP', 'PROPN', 'NOUN']","[100, 85, 96, 92]"
490,11357,Unknown message received: *,warn,"[Unknown, message, received]","['ADJ', 'NOUN', 'VERB']","[84, 92, 100]"
491,4528,Quarantining corrupt mob file  |  into ,warn,"[Quarantining, corrupt, mob, file, into]","['VERB', 'ADJ', 'NOUN', 'NOUN', 'ADP']","[100, 84, 92, 92, 85]"
492,156,Failed to delete snapshot  |  for table ,info,"[Failed, to, delete, snapshot, for, table]","['VERB', 'PART', 'VERB', 'NOUN', 'ADP', 'NOUN']","[100, 94, 100, 92, 85, 92]"
493,3428,Cleaned up  |  successfully.,info,"[Cleaned, up, successfully]","['VERB', 'ADP', 'ADV']","[100, 85, 86]"
494,14183,Unable to closeSession() for session: 0x*,warn,"[Unable, to, closeSession, for, session, 0x]","['ADJ', 'PART', 'VERB', 'ADP', 'NOUN', 'PUNCT']","[84, 94, 100, 85, 92, 97]"
495,5949,... stopped,info,"[ , stopped]","['SPACE', 'VERB']","[103, 100]"
496,17594,Parse tree * ,info,"[Parse, tree]","['NOUN', 'NOUN']","[92, 92]"
497,13975,Exception while seeking for r/w server.,warn,"[Exception, while, seeking, for, r, w, server]","['NOUN', 'SCONJ', 'VERB', 'ADP', 'PRON', 'NOUN', 'NOUN']","[92, 98, 100, 85, 95, 92, 92]"
498,3676,LowReplication-Roller was enabled.,info,"[LowReplication, Roller, was, enabled]","['PROPN', 'PROPN', 'AUX', 'VERB']","[96, 96, 87, 100]"
499,3268,Snapshot called again without clearing previous. Doing nothing. Another ongoing flush or did we fail last attempt?,warn,"[Snapshot, called, again, without, clearing, previous, Doing, nothing, Another, ongoing, flush, or, did, we, fail, last, attempt]","['PROPN', 'VERB', 'ADV', 'ADP', 'VERB', 'ADJ', 'VERB', 'PRON', 'DET', 'ADJ', 'NOUN', 'CCONJ', 'AUX', 'PRON', 'VERB', 'ADJ', 'NOUN']","[96, 100, 86, 85, 100, 84, 100, 95, 90, 84, 92, 89, 87, 95, 100, 84, 92]"
500,9108,Tables already exist,info,"[Tables, already, exist]","['NOUN', 'ADV', 'VERB']","[92, 86, 100]"
501,2864,Failed to parse snapshot size from cell: ,warn,"[Failed, to, parse, snapshot, size, from, cell]","['VERB', 'PART', 'VERB', 'NUM', 'NOUN', 'ADP', 'NOUN']","[100, 94, 100, 93, 92, 85, 92]"
502,11498,Add job * for job leader monitoring.,info,"[Add, job, for, job, leader, monitoring]","['VERB', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'VERB']","[100, 92, 85, 92, 92, 100]"
503,2503,Retriable error trying to delete namespace  |  (in state= | ),warn,"[Retriable, error, trying, to, delete, namespace, in, state]","['ADJ', 'NOUN', 'VERB', 'PART', 'VERB', 'NOUN', 'ADP', 'NOUN']","[84, 92, 100, 94, 100, 92, 85, 92]"
504,11475,Exception while deleting local state directory for allocation id *.,warn,"[Exception, while, deleting, local, state, directory, for, allocation, i, d]","['NOUN', 'SCONJ', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'VERB']","[92, 98, 100, 84, 92, 92, 85, 92, 96, 100]"
505,13041,Rebalance started,info,"[Rebalance, started]","['NOUN', 'VERB']","[92, 100]"
506,620,Deleted table,info,"[Deleted, table]","['VERB', 'NOUN']","[100, 92]"
507,4603,"Failed to load AsyncFSWALProvider, falling back to FSHLogProvider",warn,"[Failed, to, load, AsyncFSWALProvider, falling, back, to, FSHLogProvider]","['VERB', 'PART', 'VERB', 'PROPN', 'VERB', 'ADV', 'ADP', 'NOUN']","[100, 94, 100, 96, 100, 86, 85, 92]"
508,15342,"Unable to lock JVM Memory: error=*, reason=*",warn,"[Unable, to, lock, JVM, Memory, error, reason]","['ADJ', 'PART', 'VERB', 'PROPN', 'PROPN', 'NOUN', 'NOUN']","[84, 94, 100, 96, 96, 92, 92]"
509,2959,"Failed getting lock, row=",warn,"[Failed, getting, lock, row]","['VERB', 'VERB', 'NOUN', 'NOUN']","[100, 100, 92, 92]"
510,8816,[Stream #*] Stream failed,warn,"[ , Stream, Stream, failed]","['SPACE', 'PROPN', 'PROPN', 'VERB']","[103, 96, 96, 100]"
511,4562,Rename failed from * to *,warn,"[Rename, failed, from, to]","['PROPN', 'VERB', 'ADP', 'ADP']","[96, 100, 85, 85]"
512,10719,Shutting * down with application status *. Diagnostics *.,info,"[Shutting, down, with, application, status, Diagnostics]","['VERB', 'ADP', 'ADP', 'NOUN', 'NOUN', 'PROPN']","[100, 85, 85, 92, 92, 96]"
513,13513,"Couldn't resume task * assigned partitions *, task partitions *",warn,"[Couldn, t, resume, task, assigned, partitions, task, partitions]","['PROPN', 'NOUN', 'VERB', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'NOUN']","[96, 92, 100, 92, 100, 92, 92, 92]"
514,3239,failed to close reader,warn,"[failed, to, close, reader]","['VERB', 'PART', 'VERB', 'NOUN']","[100, 94, 100, 92]"
515,14049,Unexpected exception,warn,"[Unexpected, exception]","['ADJ', 'NOUN']","[84, 92]"
516,2653,The file  |  links to can not be found,warn,"[The, file, links, to, can, not, be, found]","['DET', 'NOUN', 'NOUN', 'PART', 'AUX', 'PART', 'AUX', 'VERB']","[90, 92, 92, 94, 87, 94, 87, 100]"
517,4343,"Parent region could not be closed, continuing with regular merge...",warn,"[Parent, region, could, not, be, closed, continuing, with, regular, merge]","['NOUN', 'NOUN', 'AUX', 'PART', 'AUX', 'VERB', 'VERB', 'ADP', 'ADJ', 'NOUN']","[92, 92, 87, 94, 87, 100, 100, 85, 84, 92]"
518,3921,Not adding owner permission for table  | .  |  is not yet created.  |  should be configured as the first Coprocessor,warn,"[Not, adding, owner, permission, for, table, is, not, yet, created, should, be, configured, as, the, first, Coprocessor]","['PART', 'VERB', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'AUX', 'PART', 'ADV', 'VERB', 'AUX', 'AUX', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN']","[94, 100, 92, 92, 85, 92, 87, 94, 86, 100, 87, 87, 100, 85, 90, 84, 92]"
519,6821,Constructor only intended for use in testing,warn,"[Constructor, only, intended, for, use, in, testing]","['PROPN', 'ADV', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN']","[96, 86, 100, 85, 92, 85, 92]"
520,11432,overriding previous security context,warn,"[overriding, previous, security, context]","['VERB', 'ADJ', 'NOUN', 'NOUN']","[100, 84, 92, 92]"
521,17119,[*] * buckets parsed from autodetect output,info,"[ , buckets, parsed, from, autodetect, output]","['SPACE', 'NOUN', 'VERB', 'ADP', 'ADJ', 'NOUN']","[103, 92, 100, 85, 84, 92]"
522,12190,"There is not enough memory available in the YARN cluster.  | The TaskManager(s) require  | MB each.  | NodeManagers available:  | \n | After allocating the JobManager ( | MB) and ( | / | ) TaskManagers,  | the following NodeManagers are available: ",warn,"[There, is, not, enough, memory, available, in, the, YARN, cluster, The, TaskManager, s, require, MB, each, NodeManagers, available, n, After, allocating, the, JobManager, MB, and, TaskManagers, the, following, NodeManagers, are, available]","['PRON', 'VERB', 'PART', 'ADJ', 'NOUN', 'ADJ', 'ADP', 'DET', 'PROPN', 'NOUN', 'DET', 'PROPN', 'PART', 'VERB', 'VERB', 'DET', 'PROPN', 'ADJ', 'CCONJ', 'ADP', 'VERB', 'DET', 'PROPN', 'NOUN', 'CCONJ', 'PROPN', 'DET', 'VERB', 'PROPN', 'AUX', 'ADJ']","[95, 100, 94, 84, 92, 84, 85, 90, 96, 92, 90, 96, 94, 100, 100, 90, 96, 84, 89, 85, 100, 90, 96, 92, 89, 96, 90, 100, 96, 87, 84]"
523,10946,Error while request key-value state location,info,"[Error, while, request, key, value, state, location]","['NOUN', 'SCONJ', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'NOUN']","[92, 98, 100, 84, 92, 92, 92]"
524,16272,Updated breaker settings for accounting requests: *,info,"[Updated, breaker, settings, for, accounting, requests]","['VERB', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'NOUN']","[100, 92, 92, 85, 92, 92]"
525,17204,monitoring execution failed,warn,"[monitoring, execution, failed]","['VERB', 'NOUN', 'VERB']","[100, 92, 100]"
526,708,Sleeping for:,info,"[Sleeping, for]","['VERB', 'ADP']","[100, 85]"
527,2033,"Expected at least |  tasks remaining, but actually there are ",warn,"[Expected, at, least, tasks, remaining, but, actually, there, are]","['VERB', 'ADP', 'ADJ', 'NOUN', 'VERB', 'CCONJ', 'ADV', 'PRON', 'VERB']","[100, 85, 84, 92, 100, 89, 86, 95, 100]"
528,13213,Discarding record with invalid key *,warn,"[Discarding, record, with, invalid, key]","['VERB', 'NOUN', 'ADP', 'ADJ', 'NOUN']","[100, 92, 85, 84, 92]"
529,9735,Configured  |  ' | ' not available,warn,"[Configured, not, available]","['VERB', 'PART', 'ADJ']","[100, 94, 84]"
530,9185,Error while reading artifact from directory,warn,"[Error, while, reading, artifact, from, directory]","['NOUN', 'SCONJ', 'VERB', 'NOUN', 'ADP', 'NOUN']","[92, 98, 100, 92, 85, 92]"
531,13733,Running task * on node(s): *,info,"[Running, task, on, node, s]","['VERB', 'NOUN', 'ADP', 'PROPN', 'PROPN']","[100, 92, 85, 96, 96]"
532,14323,Exiting normally,info,"[Exiting, normally]","['NOUN', 'ADV']","[92, 86]"
533,4799,$$$Empty Message$$$,warn,"[ , Empty, Message]","['SPACE', 'ADJ', 'NOUN']","[103, 84, 92]"
534,14299,Ignoring IOException while selecting,warn,"[Ignoring, IOException, while, selecting]","['VERB', 'NOUN', 'SCONJ', 'VERB']","[100, 92, 98, 100]"
535,8788,[Stream #*] Session does not have any tasks.,info,"[ , Stream, Session, does, not, have, any, tasks]","['SPACE', 'PROPN', 'PROPN', 'AUX', 'PART', 'VERB', 'DET', 'NOUN']","[103, 96, 96, 87, 94, 100, 90, 92]"
536,13762,Starting REST server,info,"[Starting, REST, server]","['VERB', 'NOUN', 'NOUN']","[100, 92, 92]"
537,3650,"Invalid trailer Size  | , ignoring the trailer",warn,"[Invalid, trailer, Size, ignoring, the, trailer]","['ADJ', 'NOUN', 'PROPN', 'VERB', 'DET', 'NOUN']","[84, 92, 96, 100, 90, 92]"
538,1547,Non-EventHandler  |  running in ,warn,"[Non, EventHandler, running, in]","['PROPN', 'PROPN', 'VERB', 'ADP']","[96, 96, 100, 85]"
539,10910,signaling that all workers are done in iteration [ | ],info,"[signaling, that, all, workers, are, done, in, iteration]","['VERB', 'SCONJ', 'DET', 'NOUN', 'AUX', 'VERB', 'ADP', 'NOUN']","[100, 98, 90, 92, 87, 100, 85, 92]"
540,7038,Could not abort pending request,warn,"[Could, not, abort, pending, request]","['AUX', 'PART', 'VERB', 'VERB', 'NOUN']","[87, 94, 100, 100, 92]"
